date,model,horizon,forecast,actual
2008-12-01,AR+_lags,12,-0.04139842962635528,-0.10424289045053066
2008-12-01,AR_ranks,12,0.04415211417952698,-0.10424289045053066
2009-01-01,RW,12,-0.0008909274214152774,-0.08284400384393671
2009-01-01,AR(1) on YoY,12,0.007430744111455865,-0.08284400384393671
2009-01-01,AR_lags,12,-0.08271349803026327,-0.08284400384393671
2009-01-01,AR+_lags,12,-0.06754281731283245,-0.08284400384393671
2009-01-01,AR_ranks,12,0.0305065541998945,-0.08284400384393671
2009-02-01,RW,12,-0.007396794565295295,-0.0794659170674376
2009-02-01,AR(1) on YoY,12,0.005775651776009524,-0.0794659170674376
2009-02-01,AR_lags,12,-0.0660086014314231,-0.0794659170674376
2009-02-01,AR+_lags,12,-0.055832466321500025,-0.0794659170674376
2009-02-01,AR_ranks,12,0.011146334250589023,-0.0794659170674376
2009-03-01,RW,12,-0.01320240820092966,-0.08596672919090793
2009-03-01,AR(1) on YoY,12,0.004315263409468014,-0.08596672919090793
2009-03-01,AR_lags,12,-0.032681153153367636,-0.08596672919090793
2009-03-01,AR+_lags,12,-0.030408687977893825,-0.08596672919090793
2009-03-01,AR_ranks,12,0.005937813548300937,-0.08596672919090793
2009-04-01,RW,12,-0.014653598086574368,-0.10318885863884741
2009-04-01,AR(1) on YoY,12,0.003840774751026237,-0.10318885863884741
2009-04-01,AR_lags,12,0.008437821471163929,-0.10318885863884741
2009-04-01,AR+_lags,12,0.0010636437012578317,-0.10318885863884741
2009-04-01,AR_ranks,12,-0.020966775822429083,-0.10318885863884741
2009-05-01,RW,12,-0.08861872569788283,-0.0849366637548125
2009-05-01,AR(1) on YoY,12,-0.010223492345690602,-0.0849366637548125
2009-05-01,AR_lags,12,0.040735362180335376,-0.0849366637548125
2009-05-01,AR+_lags,12,0.019274411945238643,-0.0849366637548125
2009-05-01,AR_ranks,12,-0.020505473531227118,-0.0849366637548125
2009-06-01,RW,12,-0.1371130821483065,-0.08120011125033096
2009-06-01,AR(1) on YoY,12,-0.014196714366526121,-0.08120011125033096
2009-06-01,AR_lags,12,0.04118129039916514,-0.08120011125033096
2009-06-01,AR+_lags,12,0.009193132814242708,-0.08120011125033096
2009-06-01,AR_ranks,12,-0.0340629191744199,-0.08120011125033096
2009-07-01,RW,12,-0.18690004583277187,-0.09845053226450833
2009-07-01,AR(1) on YoY,12,-0.009781571557822106,-0.09845053226450833
2009-07-01,AR_lags,12,0.03872481979420955,-0.09845053226450833
2009-07-01,AR+_lags,12,0.005163294942987614,-0.09845053226450833
2009-07-01,AR_ranks,12,-0.04655373714187881,-0.09845053226450833
2009-08-01,RW,12,-0.20409868140723506,-0.09902541601341704
2009-08-01,AR(1) on YoY,12,0.0009697859724554672,-0.09902541601341704
2009-08-01,AR_lags,12,0.022037616553424635,-0.09902541601341704
2009-08-01,AR+_lags,12,-0.0009201684852131148,-0.09902541601341704
2009-08-01,AR_ranks,12,-0.034418568522592424,-0.09902541601341704
2009-09-01,RW,12,-0.19626533701892304,-0.10781071329907614
2009-09-01,AR(1) on YoY,12,0.010288959674838512,-0.10781071329907614
2009-09-01,AR_lags,12,0.011467688247413965,-0.10781071329907614
2009-09-01,AR+_lags,12,-0.0024772604671349395,-0.10781071329907614
2009-09-01,AR_ranks,12,-0.03451832127580647,-0.10781071329907614
2009-10-01,RW,12,-0.18569588963052533,-0.07065242789866162
2009-10-01,AR(1) on YoY,12,0.015850642589173635,-0.07065242789866162
2009-10-01,AR_lags,12,0.010668904869799345,-0.07065242789866162
2009-10-01,AR+_lags,12,-0.0014609348228991046,-0.07065242789866162
2009-10-01,AR_ranks,12,-0.018465367217272675,-0.07065242789866162
2009-11-01,RW,12,-0.132612121775888,-0.06439793851521862
2009-11-01,AR(1) on YoY,12,0.012653331328485857,-0.06439793851521862
2009-11-01,AR_lags,12,0.0048281265725734265,-0.06439793851521862
2009-11-01,AR+_lags,12,-0.0014940786309522523,-0.06439793851521862
2009-11-01,AR_ranks,12,-0.016228074189840687,-0.06439793851521862
2009-12-01,RW,12,-0.10424289045053066,-0.05707284578795324
2009-12-01,AR(1) on YoY,12,0.009644649660337483,-0.05707284578795324
2009-12-01,AR_lags,12,0.005773120914305084,-0.05707284578795324
2009-12-01,AR+_lags,12,-0.0016676342004700608,-0.05707284578795324
2009-12-01,AR_ranks,12,-0.013852102899831643,-0.05707284578795324
2010-01-01,RW,12,-0.08284400384393671,-0.06460761812857967
2010-01-01,AR(1) on YoY,12,0.007085937119056304,-0.06460761812857967
2010-01-01,AR_lags,12,0.008638550463880087,-0.06460761812857967
2010-01-01,AR+_lags,12,-0.004137526972143963,-0.06460761812857967
2010-01-01,AR_ranks,12,-0.014056050266037085,-0.06460761812857967
2010-02-01,RW,12,-0.0794659170674376,-0.06836940290624316
2010-02-01,AR(1) on YoY,12,0.006175507088937377,-0.06836940290624316
2010-02-01,AR_lags,12,0.012655250975667255,-0.06836940290624316
2010-02-01,AR+_lags,12,-0.0009325188192871442,-0.06836940290624316
2010-02-01,AR_ranks,12,-0.012863306389395757,-0.06836940290624316
2010-03-01,RW,12,-0.08596672919090793,-0.04393810175983651
